Rank,symbol,name,exchange,industry,market_cap,z_score_rank,m_score_rank,f_score_rank,pe_ratio_rank,forward_pe_rank,forward_growth_rank,pb_ratio_rank,asset_growth_rank,ret_1y_rank,off_max_15_rank,roe_rank,basic_nri_pct_diff_rank,eps_rsd_rank,eps_gr_rank,ss_demand_rank,ss_util_rank,accruals_rank,roa_rank,issuance_rank,noa_rank,profitability_rank,beta_rank
361,FRGI,Fiesta Restaurant Group Inc,NAS (USA),Restaurants,1596,0.511358094,,,0.414358943,0.411808709,,0.714513308,0.061480943,0.363163874,0.630483378,0.352948861,0.163438569,0.159411888,0.368109439,0.760596695,0.103833078,0.058918536,0.726428669,0.644137769,0.652062596,0.124355147,0.891822516
362,MSCI,MSCI Inc,NYSE (USA),Business Services,6840,0.446596864,0.568705665,0.341309414,0.343503838,0.552980413,,0.673313856,0.133518918,0.735723907,0.130879379,0.631394994,0.270853809,0.270248697,0.159213505,0.389492463,0.999489535,0.542639291,0.59359698,0.057407724,0.585627364,0.216831019,0.257609094
363,FRSH,Papa Murphy’s Holdings Inc,NAS (USA),Restaurants,289,0.042561709,,,,0.321529376,,0.918863971,0.715846796,0.445999438,0.615603228,0.257890017,0.153785012,0.423929944,,0.561171272,0.005497268,0.447825233,0.373217174,0.986650812,0.585389947,0.106565083,0.313531353
364,AYR,Aircastle Ltd,NYSE (USA),Consulting & Outsourcing,1914,0.259117358,0.632211329,0.792321131,0.108187668,0.798362479,,0.195018442,0.439618306,0.147344166,0.382480029,0.258566776,0.607202941,0.866405147,0.128490418,0.235173015,0.782275863,0.218800867,0.184680866,0.074105641,0.39972933,0.341651133,0.817015035
365,WSR,Whitestone REIT,NYSE (USA),REITs,355,0.114138488,0.000403364,0.127919189,0.024046284,0.80729594,,0.592313859,0.116164544,0.516366727,0.451959232,0.853056877,0.134171901,0.374330547,0.294446351,0.103488926,0.754357751,0.424255231,0.237367811,0.75305355,0.927730526,0.800015008,0.180418042
366,PFE,Pfizer Inc,NYSE (USA),Drug Manufacturers,213836,0.967496818,0.879174748,0.037574181,0.039295989,0.101225607,,0.124209818,0.624927689,0.072118609,0.252030592,0.395327011,0.033001853,0.246707361,0.271081821,0.666483941,0.839344024,0.772685305,0.871148279,0.360242978,0.715626834,0.017966712,0.322148882
367,DIS,Walt Disney Co,NYSE (USA),Entertainment,183009,0.029229175,0.567947036,0.071790484,0.484940525,0.363196264,0.392063749,0.123047592,0.362219547,0.82025651,0.505396349,0.263703007,0.210885438,0.824634325,0.692734016,0.249508883,0.721246878,0.026338681,0.483649398,0.966871332,0.142425726,0.69810307,0.484048405
368,ORCL,Oracle Corporation,NYSE (USA),Application Software,189618,0.630978176,0.079083781,0.113897701,0.215718496,0.0434136,0.345923099,0.018451388,0.336734053,0.803005559,0.029085748,0.681072094,0.408442114,0.823219647,0.676824201,0.624102367,0.175984713,0.501911242,0.077800533,0.615757368,0.879083979,0.563764226,0.570957096
369,UNM,Unum Group,NYSE (USA),Insurance - Life,8370,0.241561878,,0.493156937,0.817238398,0.103390142,,0.014818614,0.573169404,0.924232317,0.702762815,0.308372895,,0.109190045,0.546048907,0.414605651,0.477814468,,0.634970954,0.097565339,,,0.79336267
370,IPG,"Interpublic Group of Companies, Inc",NYSE (USA),Advertising & Marketing Services,8717,0.317075716,0.025874278,0.510876814,0.841606342,0.629336066,,0.776210233,0.397549941,0.304323577,0.218417976,0.590885743,0.238354921,0.565227997,,0.107178272,0.837897341,0.063661272,0.527765172,0.258729257,0.208888408,0.798675933,0.777594426
371,RWT,Redwood Trust Inc,NYSE (USA),REITs,1510,0.836926201,,0.068815096,0.120666436,0.140965194,,0.684388482,0.605782445,0.847941597,0.273847086,0.537049083,0.079807164,0.427774308,,0.592437208,0.376874666,,0.735962036,0.099152384,,,0.130179685
372,WTBA,West Bancorp,NAS (USA),Banks,309,0.250211003,,0.279573761,0.396025256,0.386810728,,0.11342923,0.834517132,0.927420537,0.39395567,0.466191775,0.787850107,0.010851435,,0.419723417,0.302639341,,0.20376862,0.480146206,,,0.585441878
373,PCYC,Pharmacyclics Inc,NAS (USA),Biotechnology,19793,0.020182955,0.941248146,0.548495213,0.78079738,0.581197583,,0.145472421,0.739757592,0.012126185,0.511291973,0.8310085,0.180865471,0.237030296,,0.553301648,0.349317117,0.590789668,0.037315172,0.765710993,0.918097453,0.010240812,0.189402274
374,JNPR,Juniper Networks Inc,NYSE (USA),Communication Equipment,9837,0.276408505,0.1246872,0.625218201,,0.691768375,,0.588828092,0.358488144,0.340988824,0.227492357,0.738877216,,0.630424215,,0.000753505,0.469400317,0.887687743,0.918877237,0.349315003,0.027150818,0.130416641,0.349101577
375,JKHY,"Jack Henry & Associates, Inc",NAS (USA),Business Services,5536,0.241448077,0.890971069,0.153000704,0.592428213,0.472017889,,0.830792787,0.794922621,0.427414553,0.277051692,0.147800911,0.56347592,0.673307041,0.336301949,0.722538093,0.040563724,0.832572379,0.122991181,0.052695317,0.241139914,0.507004617,0.268060139
376,LUK,Leucadia National Corp,NYSE (USA),Brokers & Exchanges,8349,0.43966687,0.214974533,0.806031676,0.917745408,0.798364032,,0.311128737,0.872816071,0.325984103,0.228699986,0.980927813,,0.399284006,,0.031083908,0.199986139,0.211654881,0.751345132,0.142555846,0.024511845,0.246963362,0.752475248
377,SFG,StanCorp Financial Group Inc,NYSE (USA),Insurance - Life,2897,0.675084362,,0.469479632,0.837206799,0.11272382,,0.831063073,0.448842237,0.265545825,0.269692449,0.436831245,0.361880671,0.353810725,0.649840561,0.0612665,0.1530987,,0.463566737,0.776197768,,,0.552071874
378,SQBK,Square 1 Financial Inc,NAS (USA),Banks,774,0.275584774,,,0.663927291,0.551697293,,0.458531918,0.183144492,0.496839857,0.981864417,0.195281914,0.994271484,0.981628833,0.421471402,0.07548185,0.06195074,,0.209007858,0.135604237,,,
379,PEBO,Peoples Bancorp Inc (Marietta OH),NAS (USA),Banks,344,0.334327044,,0.145033923,0.797538595,0.213437653,,0.121105639,0.13534307,0.725385592,0.186180992,0.70127302,0.928204985,0.766850711,0.357695419,0.267306171,0.95280794,,0.518404475,0.090029638,,,0.440410708
380,AF,Astoria Financial Corporation,NYSE (USA),Banks,1301,0.434303401,,0.650788904,0.148677281,0.120260918,,0.281026521,0.536786244,0.999734897,0.125991678,0.15186969,0.096079044,0.01635782,0.828413606,0.792004661,0.782506264,,0.20954451,0.359884346,,,0.500183352
381,JCOM,j2 Global Inc,NAS (USA),Application Software,3430,0.181024154,0.684805886,0.638014726,0.694561553,0.740634982,,0.277086849,0.330117546,0.075833652,0.546204653,0.028577232,0.25899852,0.104644225,0.091020467,0.832630402,0.412200967,0.143243539,0.446305918,0.318027066,0.854862675,0.832827624,0.812797946
382,AERI,Aerie Pharmaceuticals Inc,NAS (USA),Drug Manufacturers,845,0.684882163,,,,0.373343837,,0.233444331,0.952499456,0.56012323,0.079182128,0.182599091,,0.261838683,,0.065671388,0.747483986,0.711677771,0.23112597,0.448931566,0.759707796,0.165206056,
383,SSD,Simpson Manufacturing Co Inc,NYSE (USA),Industrial Products,1774,0.238205667,0.096815438,0.042955691,0.624630949,0.416364646,,0.208999225,0.66721693,0.625672903,0.075833082,0.513572812,0.411175417,0.870940656,0.637726177,0.126365518,0.046505314,0.94202807,0.013696921,0.045656384,0.820937422,0.98604019,0.824349102
384,CTXS,Citrix Systems Inc,NAS (USA),Application Software,10264,0.615479262,0.356155854,0.378092868,0.237876886,0.13164881,,0.642660387,0.801271619,0.896910502,0.252396448,0.311021583,0.339180277,0.13190945,0.349964449,0.707558092,0.161221397,0.333517063,0.937122545,0.035903669,0.304236177,0.132804009,0.79336267
385,CNQR,Concur Technologies Inc,NAS (USA),Application Software,7355,0.120018233,0.614156895,0.279486793,,0.800350491,,0.744146669,0.228920609,0.926340585,0.046066806,0.011765302,,0.777259229,,0.779121226,,0.082674043,0.051402418,0.77954214,0.151742725,0.500603725,
386,TNAV,Telenav Inc,NAS (USA),Online Media,330,0.737417333,0.087806962,0.782099405,,0.335406617,,0.203785061,0.359072554,0.971251375,0.392493085,0.087526787,,0.076477588,,0.987350642,0.116127613,0.666391908,0.329190961,0.135776909,0.346608731,0.31202182,0.834433443
387,HL,Hecla Mining Co,NYSE (USA),Metals & Mining,1152,0.018714838,0.971670331,0.046934509,0.205524512,0.511946893,,0.023661479,0.312819793,0.535406542,0.190698725,0.458206703,0.517017501,0.353802696,,0.208947151,0.706864134,0.804837696,0.822345579,0.821436874,0.104207407,0.599150161,0.184818482
388,VLY,Valley National Bancorp,NYSE (USA),Banks,2197,0.431309821,,0.352904047,0.050017918,0.278621581,,0.893458262,0.511487194,0.135131548,0.103697542,0.65217749,0.585206502,0.184507805,0.234292522,0.934597898,0.385789971,,0.102238812,0.765015721,,,0.355702237
389,DTE,DTE Energy Holding Co,NYSE (USA),Utilities - Regulated,14386,0.373304753,,0.966821015,0.879285964,0.485067733,,0.350320732,0.893659326,0.140818936,0.296566499,0.298378001,0.328478663,0.496282434,0.642496782,0.324232413,0.797406686,0.124572351,0.263255247,0.589501528,0.622249675,0.146196595,0.064173084
390,TR,Tootsie Roll Industries Inc,NYSE (USA),Consumer Packaged Goods,1996,0.03011201,0.176480145,0.702261297,0.490575092,0.045590642,,0.09311078,0.228848939,0.993042705,0.159577511,0.10844981,0.381398145,0.775002822,0.576371346,0.546430949,0.857902391,0.711615726,0.143707078,0.758010143,0.855643077,0.015699135,0.477264393
391,MMS,Maximus Inc,NYSE (USA),Business Services,4407,0.77047437,0.049812311,0.975456037,0.727132916,0.379148886,,0.516546013,0.469619515,0.160945588,0.753218381,0.38417585,0.278786991,0.169149223,,0.096290496,0.310722216,0.87783209,0.446756352,0.173604387,0.748164958,0.301357076,0.343234323
392,AOS,A O Smith Corp,NYSE (USA),Industrial Products,5846,0.097413345,0.340892827,0.750983157,0.057902002,0.213637834,,0.08254464,0.636950795,0.033180421,0.469291839,0.834203471,0.68549332,0.79106264,0.355237968,0.555000656,0.399390752,0.321559059,0.053308337,0.19230689,0.830661776,0.401321053,0.592775944
393,OXFD,Oxford Immunotec Global PLC,NAS (USA),Medical Diagnostics & Research,304,0.813510607,,,,0.656245235,,0.075582038,0.919029809,0.102429509,0.916735326,0.264440913,,0.497674029,,0.422469865,0.145908564,0.201998167,0.237907221,0.525330303,0.492774249,0.207365272,
394,CSCO,Cisco Systems Inc,NAS (USA),Communication Equipment,146455,0.167710697,0.874734051,0.050413532,0.077519902,0.672718668,0.297245826,0.45116611,0.159281595,0.88302363,0.101821026,0.555767057,0.865164398,0.093735556,0.030051777,0.598462428,0.752607804,0.198430483,0.294904148,0.393676544,0.269552112,0.658701919,0.707004034
395,V,Visa Inc,NYSE (USA),Credit Services,160472,0.026995202,0.552427945,0.014074309,0.319912888,0.164675158,,0.272089161,0.908772541,0.035690959,0.356452903,0.491603704,0.968261153,0.181777971,0.852786463,0.330224042,0.303586839,0.163649463,0.585056051,0.450468108,0.935329139,0.701803323,0.349101577
396,VSB,Vantagesouth Bancshares Inc,AMEX (USA),Banks,329,0.060899125,,0.051891447,0.864122758,0.273524604,,0.580409743,0.175099729,0.150444287,0.864632461,0.815247323,0.768419554,0.521324415,,,,,0.893756563,0.032921929,,,
397,TTEK,Tetra Tech Inc,NAS (USA),Engineering & Construction,1497,,,,,,,,,0.37861369,0.597000378,,,,,0.026997155,0.53998041,,,,,,0.619361936
398,CNP,CenterPoint Energy Inc,NYSE (USA),Utilities - Regulated,8880,0.625210631,,0.390399636,0.575860381,0.014194635,,0.65852044,0.174831547,0.419203172,0.077060804,0.104103604,0.225050151,0.767521224,0.274903722,0.709066926,0.712134142,0.791869214,0.695660432,0.370454002,0.885473756,0.216024859,0.106527319
399,OB,OneBeacon Insurance Group Ltd,NYSE (USA),Insurance - Specialty,1520,0.132511162,,0.039784663,0.118250952,0.778043871,,0.599937486,0.114082,0.610391069,0.34028313,0.527666379,,0.833296739,,0.725647405,0.008692705,,0.673878798,0.286010525,,,0.387605427
400,PH,Parker Hannifin Corp,NYSE (USA),Industrial Products,17399,0.360379957,0.359326358,0.203182535,0.551122305,0.346783461,,0.360480254,0.686171753,0.980505357,0.964849422,0.874868236,0.169420885,0.281238123,0.374415992,0.787041428,0.138906311,0.289084078,0.375698282,0.179569242,0.017180292,0.209044861,0.700403374
401,BH,Biglari Holdings Inc,NYSE (USA),Restaurants,831,0.67293389,0.511440789,0.167328277,0.600651538,0.259164697,,0.525917989,0.455888775,0.092746863,0.349679627,0.811414068,,0.556296447,,0.107573841,0.31294211,0.609308592,0.261416444,0.571586705,0.751896643,0.686070445,0.089292263
402,QLYS,Qualys Inc,NAS (USA),Application Software,1803,0.22064985,,,0.058050042,0.027473614,,0.609275137,0.039189612,0.236718773,0.497746937,0.769646507,0.471671889,0.506345768,0.018154475,0.933545739,0.680410714,0.600933637,0.988693716,0.41469424,0.494453402,0.270590416,0.012834617
403,FORR,Forrester Research Inc,NAS (USA),Business Services,653,0.64974709,0.553239534,0.473502733,0.749372685,0.441166402,,0.002170219,0.140142485,0.752116705,0.22489634,0.030272706,0.552814847,0.235982748,0.698517068,0.328970456,0.136249968,0.938034158,0.109082225,0.704618177,0.356314989,0.996722048,0.334433443
404,BRCM,Broadcom Corp,NAS (USA),Semiconductors,26344,0.060696382,0.785549524,0.139432421,0.436716878,0.132218041,,0.920245498,0.615225707,0.089266007,0.819351336,0.402504999,0.870866581,0.074242355,0.368784921,0.403776628,0.273159453,0.466129186,0.462668474,0.439730794,0.738984024,0.318702311,0.278694536
405,ECOM,ChannelAdvisor Corp,NYSE (USA),Application Software,260,0.617620057,0.180954801,0.387855111,,0.739323418,,0.05677702,0.655359435,0.179378309,0.456505888,0.645068886,,0.932499922,,0.207322057,0.659946593,0.052079611,0.401254753,0.090523668,0.655975161,0.871782589,0.005867253
406,FURX,Furiex Pharmaceuticals Inc,NAS (USA),Business Services,1147,0.329710282,0.11586939,0.879566162,,0.938215981,,0.745875393,0.565398511,0.107871369,0.01998525,0.363802489,,0.324592871,,,,0.688812003,0.11293071,0.603992117,0.162358632,0.539145387,
407,APD,Air Products & Chemicals Inc,NYSE (USA),Chemicals,32555,0.91234372,0.293336191,0.342624127,0.257620503,0.345807525,0.068137751,0.782451889,0.736352488,0.361766275,0.109499347,0.176470554,0.706819239,0.09345841,0.847144971,0.229256373,0.331581873,0.267664436,0.995708653,0.148141831,0.630787708,0.02948214,0.69013568
408,SUSQ,Susquehanna Bancshares Inc,NAS (USA),Banks,2481,0.086803852,,0.110683035,0.390550375,0.850581897,,0.273803536,0.112672044,0.709042458,0.784928973,0.123489979,0.668354126,0.360542723,,0.471553537,0.369775621,,0.135241838,0.904985216,,,0.537770444
409,JJSF,J&J Snack Foods Corp,NAS (USA),Consumer Packaged Goods,2009,0.009187138,0.971780368,0.038336722,0.657827949,0.637643659,,0.580197243,0.134464191,0.626735164,0.482571425,0.223173274,0.400983004,0.772112684,0.311336571,0.190225208,0.836750099,0.359794957,0.784203478,0.077027935,0.662294797,0.273339131,0.299229923
410,PVTB,PrivateBancorp Inc,NAS (USA),Banks,2890,0.089392953,,0.902870642,0.350256749,0.755714727,,0.501493968,0.160954884,0.019263183,0.071501026,0.419200497,0.400685116,0.859086978,,0.222320664,0.349939358,,0.891019523,0.253645158,,,0.606894023
411,WM,Waste Management Inc,NYSE (USA),Waste Management,24260,0.717294317,0.295233036,0.957558436,0.855300406,0.792244362,,0.267507791,0.332435543,0.097483048,0.219902961,0.980938436,0.400133103,0.130875144,0.32124544,0.645901641,0.67933091,0.362726101,0.008327961,0.480185389,0.424996082,0.274419039,0.291712505
412,MHLD,Maiden Holdings Ltd,NAS (USA),Insurance - Specialty,1088,0.211135935,,0.018634251,0.390078105,0.565306843,,0.435216668,0.299928761,0.723694057,0.262449568,0.934931464,0.259457364,0.440389213,0.167476792,0.539658228,0.076356605,,0.919204115,0.785690367,,,0.306197286
413,STRZA,Starz,NAS (USA),Entertainment,3847,0.891179403,0.247268843,0.155916517,0.017152098,0.502556219,,0.67631111,0.087975443,0.55592186,0.208870115,0.362332929,0.374628809,0.401802173,,0.752711149,0.122827824,0.583537176,0.186816618,0.736988164,0.525666512,0.359158789,0.517968464
414,APH,Amphenol Corp,NYSE (USA),Computer Hardware,18041,0.518823018,0.22338949,0.67181559,0.897082366,0.035453631,,0.055213781,0.009302266,0.635125286,0.250180076,0.883570811,0.679798378,0.545584355,0.303426757,0.28268449,0.430684635,0.478262942,0.504630275,0.189272544,0.807634091,0.881143752,0.299229923
415,AXP,American Express Co,NYSE (USA),Credit Services,78762,0.184620499,,0.471600643,0.614318911,0.435576719,,0.137038913,0.115303457,0.761093718,0.367860461,0.350504883,0.902622925,0.259118145,0.218020407,0.704371177,0.02643109,,0.623016943,0.807072123,,,0.585441878
416,SYRG,Synergy Resources Corp,AMEX (USA),Oil & Gas - Services,1281,0.682511646,0.10744004,0.367358408,0.048366872,0.907731644,0.442745331,0.517782117,0.015784512,0.683142968,0.689024767,0.328356435,0.431186464,0.346277177,,0.041393796,0.464585768,0.227617695,0.626970149,0.180824855,0.06307785,0.806014985,0.758342501
417,GPT,Gramercy Property Trust Inc,NYSE (USA),REITs,1320,0.778898816,,0.77220391,0.626042784,0.570553283,,0.168932095,0.661952623,0.561225773,0.318468978,0.385368864,,0.197655972,,0.535535951,0.065006937,,0.297780316,0.034930891,,,0.734690136
418,SCTY,SolarCity Corp,NAS (USA),Semiconductors,5574,0.276539362,0.088578724,0.371828006,,0.841489027,,0.13957073,0.677369425,0.785129277,0.238169205,0.459175529,,0.041233449,,0.179386085,0.840606981,0.115708907,0.151222432,0.176412749,0.804192235,0.661839449,0.976714338
419,BNFT,Benefitfocus Inc,NAS (USA),Application Software,1055,0.616712408,,,,0.183969066,,,0.123098717,0.760924972,0.613493426,,,0.906567462,,0.012979954,0.263275045,0.939130581,0.15801653,0.632200132,0.035344056,0.406630915,
420,NADL,North Atlantic Drilling Ltd,NYSE (USA),Oil & Gas - Drilling,362,0.28957328,,,0.377046727,0.079580914,,0.476368166,0.007105999,0.466673101,0.72895036,0.900662648,,0.047566491,,0.54485288,0.4989377,0.54540497,0.670335774,0.831090542,0.219140954,0.069219322,0.585441878
421,CTBI,Community Trust Bancorp Inc,NAS (USA),Banks,576,0.954647224,,0.346603105,0.02985223,0.297906693,,0.221133694,0.196875158,0.356035372,0.006989878,0.357945403,0.614296605,0.223917174,0.595202726,0.90576047,0.913013204,,0.47528803,0.100072007,,,0.398973231
422,TXRH,Texas Roadhouse Inc,NAS (USA),Restaurants,2477,0.339373285,0.018537166,0.120642634,0.358522601,0.440347118,,0.480826143,0.314760281,0.903252491,0.27555254,0.482908043,0.027497222,0.720632779,0.639529102,0.197784549,0.429400498,0.935444946,0.823317862,0.074003772,0.875806659,0.327848456,0.278694536
423,PM,Philip Morris International Inc,NYSE (USA),Tobacco Products,130020,0.437974092,0.238824329,0.086925149,0.006104868,0.168757313,,,0.762814229,0.349388328,0.121915527,,0.813450393,0.511874603,0.774408466,0.649419492,0.129656332,0.431156262,0.031688409,0.809605682,0.64034767,0.419462136,0.459112578
424,MIDD,The Middleby Corp,NAS (USA),Industrial Products,5958,0.357957044,0.808671746,0.77546344,0.120800159,0.633932764,,0.202865412,0.545702195,0.340092699,0.305425875,0.26765708,0.712120692,0.235520347,0.414251416,0.224911929,0.190309611,0.135374139,0.760439835,0.47303815,0.598646301,0.235316566,0.49229923
425,AAMC,Altisource Asset Management Corp,AMEX (USA),Asset Management,502,0.344607565,,,0.98450531,0.358374488,,,0.925838064,0.028442471,0.145113554,,0.123171473,0.283074275,,,,0.067860356,0.788262838,0.067476864,0.74076272,0.79290342,0.99669967
426,THC,Tenet Healthcare Corp,NYSE (USA),Health Care Providers,5008,0.849834754,,0.643249374,0.598659511,0.169407656,,0.422755002,0.068539644,0.096127384,0.373072249,0.331519541,0.009652111,0.442961321,,0.926979511,0.053262557,0.82876033,0.529219052,0.44782111,0.063961885,0.894208692,0.69013568
427,BLT,Blount International Inc,NYSE (USA),Industrial Products,653,0.213810436,0.380194979,0.822701643,0.242546656,0.649944661,,0.705452491,0.009242929,0.859051252,0.43313597,0.07411633,,0.858549047,0.031522891,0.157557229,0.85220678,0.306497203,0.259718088,0.336465712,0.277644962,0.121506301,0.928676201
428,EBF,Ennis Inc,NYSE (USA),Industrial Products,356,0.412477221,0.518271806,0.378427698,,0.622121959,,0.954514832,0.522483499,0.904698947,0.089692606,0.955129818,,0.376323202,,0.12784863,0.761745582,0.003473439,0.216517645,0.247920635,0.033409513,0.05404256,0.663549688
429,IVZ,Invesco Ltd,NYSE (USA),Asset Management,17195,0.970528959,0.343054865,0.327366513,0.239670932,0.971692638,,0.068666206,0.296484284,0.071868043,0.503785281,0.356569093,0.09822013,0.298866116,0.620627165,0.609237986,0.876692715,0.023531485,0.054839499,0.1228634,0.417579693,0.889180482,0.79336267
430,JCP,JC Penney Co Inc,NYSE (USA),Retail - Apparel & Specialty,2618,0.304435062,0.784042754,0.149451326,,0.129060476,0.586563202,0.203897971,0.693147468,0.526195156,0.949996891,0.41378596,,0.509600229,,0.230345636,0.785736518,0.253053068,0.129548812,0.441913701,0.201297528,0.166496249,0.82086542
431,UAM,Universal American Corp,NYSE (USA),Health Care Plans,903,0.475057154,,0.055700951,,0.569632567,,0.087723942,0.68468013,0.088048662,0.191390087,0.751622603,,0.2682961,,0.15644308,0.167557505,,0.849531902,0.88224632,,,0.872937294
432,MSO,Martha Stewart Living Omnimedia Inc,NYSE (USA),Publishing,344,0.350779646,0.016680722,0.69787191,,0.164160663,,0.105673891,0.1823229,0.789723819,0.460603419,0.230611776,0.761900696,0.229052794,,0.994947025,0.106934781,0.074358252,0.630382057,0.828330635,0.651386857,0.134783879,0.870920425
433,WTS,Watts Water Technologies Inc,NYSE (USA),Industrial Products,1916,0.966429887,0.752171521,0.02203318,0.994760969,0.710079052,,0.095730939,0.367297497,0.144533897,0.606671714,0.257798604,,0.583723023,0.104725369,0.107669047,0.659979946,0.378017368,0.634244061,0.710769161,0.031771184,0.449337243,0.700403374
434,RMD,ResMed Inc,NYSE (USA),Medical Instruments & Equipment,10276,0.193716753,0.554448159,0.936029415,0.695012936,0.095681286,0.093410738,0.366368437,0.035977676,0.851094612,0.555559378,0.525274874,0.21612774,0.545413886,0.168089554,0.602562666,0.450837559,0.597338349,0.461753717,0.541493949,0.716347362,0.486046437,0.162816282
435,VNO,Vornado Realty Trust,NYSE (USA),REITs,20104,0.895087088,,0.411766852,0.097844532,0.274992617,,0.603475947,0.210048735,0.667585328,0.166127107,0.212020632,0.177091384,0.640388659,0.496345728,0.349840844,0.659336551,,0.623805228,0.475644018,,,0.112944628
436,AMRI,Albany Molecular Research Inc,NAS (USA),Biotechnology,611,0.636212024,0.809794022,0.386332023,,0.292561117,,0.154814203,0.250816959,0.508113093,0.236483513,0.033430138,,0.627287779,,0.352382077,0.17635994,0.951718651,0.569702691,0.296506361,0.179845223,0.771221819,0.619361936
437,CJES,C&J Energy Services Ltd,NYSE (USA),Oil & Gas - Services,787,0.232611891,0.083402734,0.291937062,0.809831236,0.268731359,,0.050368596,0.738907533,0.798560031,0.604416014,0.231196968,0.606698087,0.343571633,,0.074238088,0.773073295,0.5416902,0.533024392,0.698570761,0.865245994,0.00812236,0.54510451
438,IBTX,Independent Bank Group Inc,NAS (USA),Banks,658,0.73314152,,,0.508822971,0.072600565,,0.510067169,0.573719012,0.497071781,0.038090377,0.227778352,0.117214666,0.048216915,0.4030457,0.422517737,0.452219144,,0.624334537,0.924580872,,,0.900256692
439,REGI,Renewable Energy Group Inc,NAS (USA),Oil & Gas - Refining & Marketing,394,0.512955683,0.606837478,0.812146589,0.783229133,0.792172282,,0.092318996,0.413801108,0.170073787,0.686345884,0.292348236,0.281153691,0.067735989,,0.232203358,0.770557162,0.395571603,0.174908132,0.125216573,0.375753829,0.566405674,0.926475981
440,TDY,Teledyne Technologies Inc,NYSE (USA),Computer Hardware,3851,0.487271344,0.198926723,0.327773925,0.871516106,0.95160663,,0.853302251,0.641143702,0.000638844,0.077397184,0.211234665,0.406853971,0.460876161,0.286470198,0.690656008,0.231681121,0.433841169,0.705099779,0.41244667,0.20887004,0.645448952,0.500183352
441,ANIP,ANI Pharmaceuticals Inc,NAS (USA),Biotechnology,781,0.053419092,0.414360943,0.400691956,0.856902684,0.59995454,,0.021693954,0.48526893,0.391799465,0.156781443,0.32063085,0.804212578,0.914445868,,0.201835456,0.625398319,0.028047684,0.250594134,0.31986505,0.521842685,0.792573705,0.99229923
442,TSS,Total System Services Inc,NYSE (USA),Credit Services,7051,0.174503834,0.172275523,0.156554801,0.938844307,0.883482936,,0.637334441,0.637070487,0.044116303,0.159552185,0.468925769,0.596972081,0.15208583,0.558946585,0.442091202,0.501475299,0.0323109,0.518245106,0.674696225,0.948958653,0.701205408,0.272827283
443,RE,Everest Re Group Ltd,NYSE (USA),Insurance - Specialty,8004,0.449968626,,0.498198192,0.504670753,0.646415736,,0.679944469,0.055138884,0.427711981,0.06258886,0.289228669,0.828282584,0.30518504,,0.013498887,0.739168159,,0.526975192,0.877802892,,,0.150715072
444,TRLA,Trulia Inc,NYSE (USA),Online Media,1614,0.137726002,0.47830979,0.423617127,,0.503645969,,0.251564641,0.726563114,,0.706818847,0.673012766,,0.373623609,,,,0.249914749,0.804437492,0.250762789,0.28912517,0.250816114,
445,NILE,Blue Nile Inc,NAS (USA),Retail - Apparel & Specialty,330,0.147821496,0.304137288,0.600812295,0.49079187,0.306072156,,0.114375165,0.303458705,0.868861936,0.762074658,0.557994414,0.659513182,0.590676201,0.076769972,0.778152538,0.564903963,0.174049308,0.668246008,0.09890433,0.187535915,0.913239546,0.066006601
446,BANF,BancFirst Corp,NAS (USA),Banks,921,0.049278967,,0.247178389,0.037724683,0.723364792,,0.630225682,0.656434973,0.797932725,0.296384165,0.349854186,0.312765549,0.418746955,0.036852534,0.680514957,0.151963109,,0.709654156,0.540168103,,,0.398973231
447,MGLN,Magellan Health Inc,NAS (USA),Health Care Plans,1894,0.56416601,0.422435737,0.076095003,0.123542927,0.392356039,,0.089863845,0.315169945,0.873622234,0.100027117,0.238819838,0.835799574,0.614750692,0.502997178,0.108002013,0.104573392,0.487764231,0.689345053,0.572275416,0.626301086,0.926733578,0.210304364
448,CMLS,Cumulus Media Inc,NAS (USA),Entertainment,558,0.131042301,0.316887318,0.0015012,0.813316109,0.826129431,,0.879581931,0.100751837,0.012152668,0.357819923,0.167819045,0.229247221,0.465911234,,0.570477689,0.131854096,0.490446563,0.938163427,0.039488441,0.818476246,0.853397343,0.985515218
449,ENTG,Entegris Inc,NAS (USA),Semiconductors,1928,0.470812705,0.254341052,0.592021301,0.860821588,0.259691779,,0.195589615,0.499205559,0.495826822,0.490446163,0.089544702,0.94178501,0.799255419,,0.244033741,0.17708505,0.897958481,0.258781085,0.280786284,0.258599146,0.281503048,0.8296663
450,CODE,Spansion Inc,NYSE (USA),Semiconductors,2438,0.073498035,0.433897061,0.368460753,,0.920429567,,0.389636047,0.638768193,0.012015571,0.748655709,0.707205456,,0.341759487,,,0.784204758,0.403257542,0.34262845,0.107887137,0.553343535,0.178501179,
451,MHFI,McGraw Hill Financial Inc,NYSE (USA),Business Services,28324,0.194818031,0.176136463,0.691495865,,0.688880798,,0.691735048,0.243642603,0.482547825,0.225896905,0.637975792,,0.433987053,,0.757935532,0.322050049,0.755409994,0.213917926,0.058493321,0.426793127,0.074550572,0.806013935
